[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 6, 2, 5, 10, 6, 7, 13, 9, -1, 5, 2, 6, 6, 4, -4, -10, -19, -17]
[0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 5, -1, 4, 3, -4, 8, 14, 11, 7, 5, 2, 7, -1, -4, -3, -11, -16, -22]
[0, 0, 0, 0, 0, 0, 0, 0, 9, 6, -2, 5, 1, 1, 11, 2, 3, 0, -2, 2, 5, -6, -4, -11, -5, -6, -15, -11]
[0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 6, -2, 2, 2, 1, -6, 0, -2, -7, 2, -8, -11, -10, -13, -1, -9, -9, -13]
[0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 4, -1, -2, 7, -3, 0, -8, 0, 7, 1, -5, -11, -5, -4, -5, -4, -6, -10]
[0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 1, -9, -6, -11, -4, -8, -13, 0, -4, 4, -7, -8, -10, -2, 2, -5, -8, -10]
[0, 0, 0, 0, 0, 0, 0, 0, 4, -2, -5, -2, -10, -5, -3, -8, -7, -11, -2, -1, -6, -12, -7, -5, -2, -1, -1, -6]
[0, 0, 0, 0, 0, 0, 0, 0, 2, -7, 0, -7, -11, -12, -3, -4, -12, -19, -8, -3, -2, -4, -11, 1, 4, -4, 2, -5]
[0, 0, 0, 0, 0, 0, 0, 0, 2, -8, -10, -14, -8, -11, -17, -15, -14, -4, 0, -1, 8, -2, -4, 3, 0, 5, 1, -1]
[0, 0, 0, 0, 0, 0, 0, 0, -4, -11, -12, -16, -10, -8, -2, -4, -5, -2, -6, 3, 2, 1, -5, -6, -5, -4, -5, 0]
[0, 0, 0, 0, 0, 0, 0, 0, -8, -8, -4, -9, -4, 0, -5, -2, 2, 0, 1, -7, 1, 6, 5, 0, -4, -12, -10, 6]
[0, 0, 0, 0, 0, 0, 0, 0, 3, -1, -4, -8, -4, -2, -3, 4, 2, -3, 0, -7, 4, 7, 4, 5, 0, 4, -5, 5]
[0, 0, 0, 0, 0, 0, 0, 0, 5, -6, -11, -1, -3, 5, 0, 2, 6, 7, 9, 3, 9, 15, 13, 4, 13, 6, -6, 5]
[0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 9, 8, -1, 4, 7, 8, 3, 5, 14, 7, 24, 15, 18, 6, 7, 15, 1, 1]
[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 10, 3, 3, -2, 7, 6, 12, 11, 13, 11, 9, 20, 16, 14, 22, 15, 11, 11]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 11, 4, 7, 11, 8, 1, 9, 5, 2, 14, 23, 15, 5, 17, 19, 4, 12, 19]
[0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 15, 12, 16, 17, 12, 3, 12, 2, 8, 7, 1, 5, 3, 0, 7, 5, 21, 14]
[0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 13, 14, 12, 19, 11, 8, 0, 6, 1, -3, -17, -8, -12, -18, -12, 6, 8, 4]
[0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 6, 8, 6, 20, 11, 7, 1, -1, -14, -13, -14, -17, -19, -19, -9, 0, 7, 10]
[0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 10, -5, -4, -1, 13, 9, 4, -16, -12, -10, -9, -9, -13, -7, -7, -9, -1, 3]
